condition;iter;t;dt;5FTHFabc;ACt;ADNabc;CO2t;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;GSNabc;H2Ot;Ht;LIPTA;NACabc;NH3t;O2t;PIabc;PYRt2r;THMDabc;URAt2;trdoxt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCYTK;DGK1;DGSNK;DNAP;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;MTHFC;MTHFD;NADK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E1;PDH_E2;PDH_E3;PFK;PGI;PGK;PGK3;PGM;PGMT;PGPP;PGSA;PPA;PPM;PRPPS;PSSYN;PTAr;PUNP1;PUNP3;PYK;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;rRNAP;rRNA_degrad;tRNAP;AATRS;Ribosome
1;0;0;0.0001;0.0157816;1.26421e-20;0.186667;1.85877e-14;0.0232233;0.0227885;0.0156558;0.0132788;1.92781e-13;1.68641e-20;1.60638;2.18377e-13;0.226575;3.03415e-10;3.01046e-11;3.99504e-05;0.0251337;4.40698e-13;1.24852e-10;0.51255;2.48717e-10;0.0121894;7.82201e-12;1.13382e-07;0.159517;0.00399127;0.000110145;0.00302692;7.73601e-05;0.0144396;0.105673;0.0295355;0.0094599;0.00231812;1.04209e-11;8.40367e-05;0.777568;0.0349757;0.000466747;0.000455618;0.0044967;0.000114685;2.00443e-06;0.00178312;0.00231066;0.000647066;0.00218387;9.21005e-05;1.19051;0.0134754;2.46924;0.00649933;0.00160547;0.000699619;2.9241;0.0044035;0.21891;0.00014256;0.070979;0.00196393;7.64322e-05;0.000376359;0.00382939;0.00105767;0.00114357;1.20764;0.000203328;0.0138768;0.00372029;0.0132678;6.22919;0.307569;0.302143;0.0151116;0.766801;0.000473158;0.00014361;0.00025116;0.199019;0.17021;3.12373;1.94008e-05;0.000296907;0.00650391;0.0184763;5.61501;0.842384;0.33895;0.00848386;0.00319029;0.00325029;0.0084334;4.76161e-05;0.0145645;0.00107978;0.0247205;0.0552353;0.0449401;0.00256998;0.00204444;5.61065;1.94313e-05;0.000466404;0.00213447;0.279828;0.0274015;2.22975e-05;0.000478732;0.000407888;0.0043009;1.20968;660.668
1;100;2.6496e-06;6.4e-09;0.0219375;1.79431e-20;0.260534;2.39308e-14;0.0324129;0.0317976;0.0218392;0.0185244;2.7402e-13;2.39356e-20;2.28016;3.11119e-13;0.316236;4.30643e-10;4.28352e-11;5.60722e-05;0.0350464;6.31825e-13;1.77208e-10;0.713741;3.53008e-10;0.0170081;1.11029e-11;2.52144e-05;0.223047;0.0055947;0.000165529;0.00429784;0.000109799;0.0140705;0.148514;0.0419271;0.0134265;0.00329123;1.47884e-11;0.000119276;1.08273;0.048631;0.000648339;0.000639992;0.00626405;0.000162777;2.84496e-06;0.00253118;0.00321702;0.000900773;0.00304066;0.000128744;1.68977;0.0186866;3.50511;0.00636339;0.00225959;0.000992756;4.16923;0.00625047;0.305044;0.000199463;0.100753;0.00278749;0.000108501;0.000500361;0.00528752;0.00150171;0.00160049;1.71398;0.00028857;0.0196937;0.00528031;0.0188302;8.66559;0.436328;0.452207;0.0214613;1.08806;0.000670835;0.000203806;0.000356571;0.282415;0.241591;4.2987;2.7536e-05;0.000423937;0.00925123;0.0262809;8.25551;1.19612;0.481379;0.0120444;0.00452934;0.00461449;0.0119723;4.68062e-05;0.0206718;0.00153258;0.0350815;0.0783965;0.0637303;0.00361222;0.00284606;7.96327;2.7563e-05;0.000661977;0.0030295;0.379476;0.0388951;2.19326e-05;0.000669148;0.000578921;0.00601156;3.05627;643.664
1;200;3.05792e-06;2.56e-09;0.0225253;1.84629e-20;0.26765;2.42942e-14;0.0332981;0.0326648;0.0224341;0.0190291;2.82011e-13;2.46289e-20;2.34623;3.20288e-13;0.324873;4.43117e-10;4.40904e-11;5.76355e-05;0.0359991;6.50979e-13;1.82341e-10;0.73307;3.63233e-10;0.0174719;1.14246e-11;0.000126078;0.22918;0.00575015;0.000172006;0.00442256;0.000112979;0.0140271;0.152673;0.0431425;0.0138153;0.00338671;1.52165e-11;0.000122731;1.11204;0.0499407;0.000665714;0.000657867;0.00643382;0.000167493;2.92737e-06;0.00260456;0.00330397;0.000925111;0.00312287;0.000132278;1.73872;0.0191837;3.6067;0.00635681;0.00232315;0.00102148;4.29255;0.00643153;0.313326;0.000204951;0.103673;0.00286823;0.000111647;0.000511511;0.00542608;0.00154528;0.00164453;1.76363;0.000296926;0.0202638;0.00543326;0.0193755;8.89929;0.44894;0.469606;0.0220847;1.11954;0.000690172;0.000209706;0.000366912;0.290588;0.248591;4.40996;2.83336e-05;0.000436558;0.00952192;0.0270498;8.54726;1.23084;0.495362;0.0123937;0.0046607;0.00474832;0.0123195;4.67044e-05;0.0212706;0.00157698;0.036097;0.0806674;0.0655685;0.00371333;0.00292302;8.19392;2.83798e-05;0.000681152;0.00311725;0.388739;0.0400222;2.18781e-05;0.000687517;0.000595688;0.00617659;3.54427;641.661
1;300;3.51104e-06;5.12e-09;0.0231174;1.89888e-20;0.274831;2.46255e-14;0.0341915;0.0335399;0.0230343;0.0195384;2.90103e-13;2.53305e-20;2.41309;3.29584e-13;0.33359;4.55739e-10;4.53621e-11;5.92149e-05;0.0369602;6.70454e-13;1.87536e-10;0.75257;3.7358e-10;0.01794;1.17502e-11;0.000137831;0.235371;0.00590724;0.000178918;0.00454879;0.000116197;0.0139785;0.156875;0.0443725;0.0142088;0.00348334;1.56496e-11;0.000126227;1.1416;0.0512616;0.000683229;0.000675924;0.00660509;0.000172265;3.01077e-06;0.00267881;0.00339166;0.000949653;0.00320577;0.000135846;1.78826;0.0196846;3.70951;0.00635052;0.00238739;0.00105055;4.41763;0.00661474;0.321683;0.00021049;0.106628;0.00294994;0.00011483;0.000522637;0.0055656;0.00158938;0.00168896;1.81386;0.000305381;0.0208407;0.00558804;0.0199272;9.13499;0.461699;0.48813;0.0227157;1.15139;0.00070973;0.000215676;0.000377377;0.298857;0.255675;4.52195;2.91407e-05;0.000449369;0.00979613;0.0278288;8.85371;1.26597;0.509517;0.0127472;0.00479365;0.00488376;0.0126708;4.65864e-05;0.0218765;0.00162191;0.0371245;0.0829652;0.0674276;0.00381546;0.00300064;8.42731;2.92093e-05;0.000700555;0.00320604;0.398035;0.0411628;2.18139e-05;0.000706061;0.000612655;0.00634318;4.23597;639.425
1;400;3.78445e-06;2.048e-09;0.0234449;1.9281e-20;0.278812;2.47913e-14;0.0346867;0.0340249;0.0233668;0.0198206;2.94603e-13;2.57203e-20;2.45024;3.34757e-13;0.338422;4.62752e-10;4.60695e-11;6.00912e-05;0.0374927;6.81322e-13;1.90422e-10;0.763375;3.79329e-10;0.0181994;1.19311e-11;0.000121648;0.238803;0.00599442;0.000182952;0.00461893;0.000117985;0.0139484;0.159207;0.0450559;0.0144274;0.00353704;1.58903e-11;0.000128169;1.15797;0.0519933;0.000692926;0.00068594;0.00669997;0.000174916;3.0571e-06;0.00272008;0.00344022;0.000963247;0.00325169;0.000137824;1.81579;0.0199618;3.76663;0.00634682;0.00242304;0.0010667;4.48727;0.00671653;0.326314;0.00021356;0.10827;0.00299534;0.000116598;0.000528741;0.00564278;0.00161389;0.00171358;1.84177;0.000310079;0.0211612;0.00567403;0.0202337;9.26554;0.468787;0.498923;0.0230664;1.16909;0.000720592;0.000218993;0.000383193;0.303451;0.259611;4.58387;2.95892e-05;0.000456507;0.00994864;0.0282621;9.0301;1.2855;0.517383;0.0129436;0.00486752;0.00495902;0.012866;4.65105e-05;0.0222131;0.00164687;0.0376953;0.0842419;0.06846;0.00387213;0.00304364;8.55699;2.96713e-05;0.000711336;0.00325538;0.403162;0.0417966;2.17724e-05;0.000716344;0.000622081;0.00643556;4.75967;638.036
1;500;4.1449e-06;4.096e-09;0.0238417;1.96364e-20;0.283641;2.49711e-14;0.0352876;0.0346134;0.0237703;0.0201629;3.00079e-13;2.61944e-20;2.49543;3.41061e-13;0.344284;4.71283e-10;4.69309e-11;6.11555e-05;0.0381384;6.94599e-13;1.93933e-10;0.77648;3.86322e-10;0.0185141;1.21512e-11;0.000119457;0.24297;0.00610033;0.000188102;0.00470428;0.000120161;0.0139067;0.16204;0.0458874;0.0146934;0.00360237;1.6183e-11;0.000130532;1.17784;0.0528807;0.000704679;0.000698105;0.00681504;0.000178141;3.11347e-06;0.00277029;0.00349911;0.000979729;0.00330737;0.000140225;1.84927;0.0202975;3.83613;0.00634149;0.00246634;0.00108634;4.57216;0.00684035;0.331931;0.000217285;0.110267;0.00305056;0.00011875;0.000536066;0.00573622;0.00164371;0.00174344;1.87573;0.000315792;0.0215511;0.00577864;0.0206066;9.42385;0.477407;0.512675;0.0234932;1.19061;0.0007338;0.000223028;0.000390268;0.309039;0.264399;4.6588;3.01347e-05;0.000465212;0.0101344;0.0287896;9.2523;1.30925;0.526955;0.0131826;0.0049574;0.00505058;0.0131034;4.64019e-05;0.0226227;0.00167724;0.0383896;0.0857949;0.0697153;0.00394094;0.00309578;8.71473;3.02346e-05;0.00072445;0.00331539;0.40935;0.0425676;2.17131e-05;0.000728826;0.000633548;0.0065477;5.6203;636.116
1;600;4.86579e-06;8.192e-09;0.0244965;2.02298e-20;0.29165;2.51855e-14;0.0362839;0.0355887;0.0244388;0.0207302;3.09236e-13;2.6986e-20;2.57089;3.51626e-13;0.354005;4.85525e-10;4.83728e-11;6.29247e-05;0.039208;7.16986e-13;1.99794e-10;0.798185;3.97996e-10;0.0190358;1.25186e-11;3.42331e-05;0.249883;0.00627648;0.000197633;0.00484682;0.000123792;0.0138112;0.166752;0.0472757;0.0151373;0.00371148;1.66716e-11;0.000134477;1.21074;0.0543494;0.000724111;0.000718324;0.00700562;0.000183526;3.20757e-06;0.00285417;0.00359657;0.00100701;0.00339952;0.000144207;1.90518;0.0208519;3.95217;0.00632625;0.00253839;0.00111913;4.71452;0.00704704;0.341239;0.000223463;0.113602;0.00314275;0.000122343;0.000547851;0.00589027;0.00169352;0.00179293;1.93241;0.000325331;0.0222019;0.00595329;0.021229;9.68586;0.491792;0.538042;0.024206;1.22653;0.000755829;0.000229762;0.000402083;0.318366;0.272394;4.78218;3.10454e-05;0.000479831;0.0104451;0.0296723;9.6527;1.34893;0.542945;0.0135816;0.00510748;0.00520348;0.0135;4.61382e-05;0.0233063;0.00172794;0.0395486;0.0883876;0.0718085;0.00405535;0.00318212;8.97807;3.11806e-05;0.000746344;0.00341559;0.41946;0.0438549;2.15717e-05;0.000749556;0.00065269;0.00673394;8.21321;631.723
1;700;5.30816e-06;3.2768e-09;0.0247821;2.04956e-20;0.295177;2.52011e-14;0.0367227;0.036018;0.0247329;0.0209798;3.1335e-13;2.73405e-20;2.60468;3.56396e-13;0.358286;4.91902e-10;4.9022e-11;6.37084e-05;0.0396781;7.27218e-13;2.02419e-10;0.807722;4.03223e-10;0.0192654;1.26831e-11;0.000112218;0.252935;0.00635461;0.000202718;0.0049107;0.000125418;0.0137425;0.168843;0.0478976;0.0153361;0.00376038;1.68903e-11;0.000136244;1.22521;0.0549936;0.000732612;0.000727284;0.00708934;0.000185938;3.24971e-06;0.0028918;0.00363932;0.00101897;0.00343995;0.000145963;1.93022;0.0210938;4.00414;0.00631238;0.00257039;0.00113381;4.77883;0.00713958;0.345332;0.000226187;0.115096;0.00318404;0.000123952;0.000552661;0.0059572;0.00171584;0.00181472;1.9578;0.000329601;0.0224933;0.0060315;0.0215076;9.80078;0.498227;0.551503;0.0245257;1.24261;0.000765673;0.000232777;0.000407377;0.322539;0.275975;4.83559;3.14533e-05;0.000486453;0.0105848;0.0300693;9.85769;1.36671;0.550114;0.0137604;0.00517472;0.00527198;0.0136776;4.5939e-05;0.0236125;0.00175065;0.0400674;0.0895486;0.0727436;0.00410608;0.00322002;9.09598;3.16079e-05;0.000756147;0.00346045;0.423754;0.0444314;2.14671e-05;0.000758732;0.00066126;0.00681639;10.5352;628.567
1;800;5.8816e-06;6.5536e-09;0.0250109;2.07198e-20;0.29806;2.50868e-14;0.0370815;0.0363684;0.0249726;0.0211833;3.16842e-13;2.76396e-20;2.6332;3.60481e-13;0.361786;4.97283e-10;4.95753e-11;6.43556e-05;0.0400605;7.36181e-13;2.04634e-10;0.815479;4.07634e-10;0.0194528;1.2822e-11;0.000125081;0.255439;0.00641933;0.000208237;0.00496469;0.00012679;0.0136575;0.170578;0.0484228;0.0155038;0.00380169;1.70747e-11;0.000137734;1.237;0.0555158;0.000739468;0.000734695;0.00715739;0.000187973;3.28526e-06;0.00292372;0.00367397;0.00102867;0.00347273;0.000147402;1.95135;0.0212876;4.04802;0.00629548;0.00259698;0.00114621;4.83389;0.00721765;0.348667;0.000228418;0.116357;0.00321887;0.000125311;0.000555975;0.0060104;0.00173471;0.00183252;1.97922;0.000333202;0.022739;0.00609749;0.0217427;9.89392;0.503648;0.566023;0.0247961;1.25616;0.000773946;0.000235319;0.000411849;0.326057;0.278998;4.87775;3.17974e-05;0.000492146;0.0107035;0.0304066;10.0693;1.38174;0.556178;0.0139114;0.00523152;0.00532984;0.0138276;4.56894e-05;0.0238708;0.00176981;0.0405048;0.0905281;0.0735291;0.00414808;0.00325079;9.19546;3.19765e-05;0.000764419;0.0034983;0.427003;0.0449182;2.13361e-05;0.000766329;0.00066849;0.00688465;13.701;624.658
1;900;7.02848e-06;1.31072e-08;0.0252842;2.10052e-20;0.301606;2.47156e-14;0.0375225;0.0367984;0.0252662;0.0214326;3.21325e-13;2.80204e-20;2.66953;3.6579e-13;0.36609;5.04135e-10;5.02898e-11;6.51585e-05;0.0405276;7.48176e-13;2.07454e-10;0.824961;4.1325e-10;0.0196828;1.2999e-11;0.000123049;0.258531;0.00650033;0.00021788;0.00503359;0.000128537;0.0135868;0.172749;0.0490923;0.0157172;0.00385441;1.73095e-11;0.000139632;1.2515;0.0561517;0.000747751;0.000743923;0.00724048;0.000190565;3.33055e-06;0.00296485;0.0037161;0.00104046;0.0035126;0.000149176;1.97828;0.0215198;4.10394;0.00630389;0.00263025;0.00116203;4.90512;0.00731702;0.35275;0.000231161;0.117964;0.00326324;0.000127043;0.000559165;0.00607355;0.0017588;0.00185428;2.00649;0.000337785;0.0230516;0.00618153;0.0220418;10.0072;0.510534;0.591248;0.0251416;1.27339;0.000784425;0.000238554;0.000417551;0.330528;0.282851;4.92741;3.22356e-05;0.000499548;0.010856;0.0308396;10.4212;1.40092;0.563926;0.0141039;0.00530394;0.00540361;0.0140188;4.55111e-05;0.0241998;0.00179422;0.0410612;0.0917754;0.0745228;0.00420043;0.0032883;9.32211;3.24591e-05;0.000774952;0.0035465;0.430635;0.0455384;2.12264e-05;0.000775935;0.000677693;0.00697102;15.9322;621.388
