condition;iter;t;dt;10fthfglu3;12dgr;13dpg;1ag3p;2pg;3pg;5fthf;5fthfglu3;ACP_R;ACP;DNA;PdhC;ac;accoa;acdhlpl_PdhC;actp;ade;adn;adp;amp;ap;apoACP;atp;cdp;cdpdag;clpn;cmp;co2;coa;ctp;dUTPase;dad_2;dadp;damp;datp;dcdp;dcmp;dctp;dcyt;dgdp;dgmp;dgsn;dgtp;dhap;dhlpl_PdhC;dnad;dtdp;dtmp;dttp;e4p;f6p;fa;fdp;fmettrna;for;g1p;g3p;g6p;galfur12dgr;gdp;glyc3p;glyc;gmp;gsn;gtp;gua;h2o;h;lgltn;lpl_PdhC;methfglu3;mlthfglu3;nac;nad;nadh;nadp;nadph;nh3;nicrnt;o2;pa;pap;pep;pg3p;pg;pi;ppi;prpp;pyr;r1p;r5p;ru5p__D;s7p;thfglu3;thymd;trdox;trdrd;udp;udpg;udpgal;udpgalfur;udpgltn;ump;ura;utp;xu5p__D;rRNA;AA;tRNA;AAtRNA;Protein
1;0;0;0.0001;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.020975;0.0154;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.176523;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.012514;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.000900901;0.0455672;0.000900901;0.000900901;0.000900901;0.634427
1;100;2.6496e-06;6.4e-09;0.000902033;0.000900832;0.000896645;0.00090093;0.000900493;0.000903843;0.000831293;0.000901021;0.000900909;0.020975;0.0153977;0.000900331;0.000902319;0.000900919;0.000900893;0.000897582;0.000900886;0.000898794;0.000675424;0.000898553;0.000896447;0.176522;0.00118413;0.000896457;0.000900901;0.000900901;0.000904068;0.000910912;0.000900882;0.000899244;0.000900268;0.000902093;0.000896444;0.000900117;0.000902235;0.000896454;0.000900103;0.000901287;0.000901956;0.000896442;0.000900126;0.000902183;0.000901323;0.000900979;0.000900905;0.000897213;0.000896447;0.000900111;0.00090221;0.000900853;0.000904684;0.000914335;0.000896368;0.00086229;0.000900896;0.000900891;0.000900973;0.000904587;0.000900906;0.000896425;0.000897245;0.000912886;0.000903893;0.000898825;0.00090357;0.000900885;0.000905804;0.000910711;0.000900901;0.00090084;0.000897442;0.0125141;0.000899006;0.000901255;0.000900655;0.000896776;0.000900844;0.000911005;0.000904583;0.00091091;0.000900975;0.000900901;0.000895245;0.000900962;0.000900846;0.000873619;0.000894561;0.000895298;0.00091398;0.000900737;0.000904474;0.000900771;0.000900831;0.000899573;0.000902041;0.000909038;0.00090178;0.00089646;0.00090089;0.000900901;0.000900882;0.000900905;0.000903962;0.000910822;0.000906589;0.000900813;0.0455664;0.000898087;0.000437593;0.00151781;0.634306
1;200;3.05792e-06;2.56e-09;0.000902018;0.00090082;0.000896087;0.000900936;0.000900418;0.000904226;0.000822733;0.000901036;0.000900911;0.020975;0.0153975;0.000900262;0.000902504;0.000900923;0.000900891;0.000897149;0.000900882;0.000898522;0.000646468;0.000898158;0.000895863;0.176522;0.00122057;0.000895879;0.000900901;0.000900901;0.000904459;0.000912221;0.000900878;0.000898995;0.00090019;0.000902247;0.000895864;0.000900014;0.000902408;0.000895875;0.000899999;0.000901336;0.000902093;0.000895862;0.000900025;0.00090235;0.000901377;0.000900997;0.000900906;0.000896715;0.000895867;0.000900008;0.000902379;0.000900843;0.000905213;0.000916091;0.000895765;0.00086253;0.000900896;0.000900888;0.000900989;0.00090505;0.000900907;0.00089584;0.000896767;0.000914452;0.000904248;0.000898556;0.000903884;0.000900882;0.000906434;0.000911995;0.000900902;0.000900833;0.000896996;0.0125141;0.000898758;0.000901315;0.000900604;0.000896264;0.000900806;0.000912327;0.000905076;0.000912218;0.000900987;0.000900901;0.000894534;0.000900972;0.000900837;0.000870161;0.000893758;0.000894546;0.000915687;0.000900701;0.000904975;0.000900743;0.000900817;0.000899552;0.00090219;0.00090908;0.000902374;0.000895884;0.000900887;0.000900901;0.000900878;0.000900906;0.000904333;0.000912119;0.000907306;0.000900793;0.0455664;0.000897726;0.000381128;0.00158836;0.634291
1;300;3.51104e-06;5.12e-09;0.000901973;0.000900807;0.000895493;0.000900944;0.000900331;0.000904633;0.000813651;0.000901053;0.000900913;0.020975;0.0153971;0.000900189;0.000902701;0.000900928;0.000900889;0.000896688;0.000900878;0.000898233;0.000615739;0.000897713;0.000895242;0.176522;0.00125926;0.000895266;0.000900901;0.000900901;0.000904869;0.000913613;0.000900873;0.00089871;0.000900109;0.000902412;0.000895248;0.000899905;0.000902591;0.00089526;0.000899889;0.000901387;0.000902239;0.000895245;0.000899918;0.000902527;0.000901433;0.000901017;0.000900908;0.00089618;0.000895251;0.000899899;0.000902558;0.00090083;0.000905784;0.000917958;0.00089512;0.000863759;0.000900895;0.000900886;0.000901008;0.000905536;0.000900908;0.000895219;0.000896258;0.000916118;0.000904616;0.000898271;0.000904195;0.000900877;0.000907104;0.000913362;0.000900902;0.000900825;0.000896524;0.0125141;0.000898494;0.000901379;0.000900545;0.000895721;0.000900764;0.000913732;0.000905606;0.00091361;0.000901001;0.000900901;0.000893785;0.000900983;0.000900827;0.000866496;0.000892926;0.000893737;0.000917501;0.000900658;0.000905519;0.00090071;0.000900799;0.000899558;0.000902347;0.000909081;0.000903026;0.000895271;0.000900885;0.000900901;0.000900873;0.000900907;0.000904721;0.000913499;0.000908052;0.000900771;0.0455665;0.000897343;0.000321533;0.00166209;0.634274
1;400;3.78445e-06;2.048e-09;0.000901932;0.000900799;0.000895147;0.000900949;0.000900278;0.00090487;0.000808367;0.000901062;0.000900914;0.020975;0.015397;0.000900147;0.000902816;0.000900931;0.000900887;0.00089642;0.000900875;0.000898065;0.000597897;0.000897439;0.00089488;0.176522;0.00128174;0.000894909;0.000900901;0.000900901;0.000905105;0.000914423;0.00090087;0.000898529;0.000900062;0.000902508;0.00089489;0.000899842;0.000902697;0.000894903;0.000899824;0.000901416;0.000902324;0.000894887;0.000899855;0.00090263;0.000901465;0.00090103;0.000900908;0.000895865;0.000894893;0.000899835;0.000902663;0.000900822;0.000906122;0.000919045;0.000894744;0.00086493;0.000900895;0.000900884;0.00090102;0.000905817;0.000900909;0.000894857;0.000895962;0.000917088;0.000904825;0.000898106;0.00090436;0.000900875;0.000907493;0.000914157;0.000900902;0.000900821;0.00089625;0.0125141;0.000898341;0.000901417;0.000900508;0.000895404;0.00090074;0.00091455;0.000905917;0.00091442;0.000901009;0.000900901;0.000893352;0.00090099;0.000900821;0.000864371;0.000892457;0.000893262;0.000918556;0.000900631;0.00090584;0.000900689;0.000900788;0.000899574;0.000902439;0.000909079;0.000903407;0.000894916;0.000900883;0.000900901;0.00090087;0.000900907;0.000904943;0.000914302;0.000908474;0.000900756;0.0455666;0.000897121;0.000287222;0.00170427;0.634265
1;500;4.1449e-06;4.096e-09;0.000901865;0.000900789;0.000894705;0.000900956;0.000900207;0.000905172;0.000801618;0.000901075;0.000900916;0.020975;0.0153967;0.000900094;0.000902962;0.000900935;0.000900885;0.000896078;0.000900872;0.000897851;0.000575177;0.000897072;0.000894418;0.176522;0.00131038;0.000894455;0.0009009;0.000900901;0.000905402;0.000915458;0.000900866;0.000898274;0.000900003;0.00090263;0.000894432;0.000899761;0.000902832;0.000894447;0.000899742;0.000901453;0.000902432;0.000894429;0.000899776;0.000902761;0.000901507;0.000901047;0.000900909;0.000895459;0.000894436;0.000899754;0.000902795;0.000900812;0.000906558;0.000920432;0.000894261;0.000866905;0.000900894;0.000900882;0.000901036;0.000906172;0.00090091;0.000894396;0.000895584;0.000918326;0.000905087;0.000897896;0.000904542;0.000900871;0.00090799;0.000915173;0.000900902;0.000900816;0.000895901;0.0125141;0.000898145;0.000901466;0.000900458;0.000894999;0.000900708;0.000915595;0.000906317;0.000915454;0.00090102;0.000900901;0.000892804;0.000900999;0.000900812;0.00086167;0.000891888;0.00089265;0.000919903;0.000900595;0.000906258;0.000900661;0.000900773;0.000899609;0.000902556;0.000909079;0.000903892;0.000894462;0.00090088;0.000900902;0.000900866;0.000900908;0.000905221;0.000915327;0.000908994;0.000900737;0.0455667;0.000896838;0.000244122;0.00175708;0.634253
1;600;4.86579e-06;8.192e-09;0.000901693;0.000900768;0.000893867;0.00090097;0.000900061;0.000905742;0.000788867;0.000901098;0.00090092;0.020975;0.0153963;0.000899999;0.000903238;0.000900944;0.000900882;0.00089543;0.000900864;0.000897449;0.000532584;0.000896303;0.000893543;0.176522;0.0013641;0.000893597;0.0009009;0.000900901;0.000905953;0.000917415;0.000900857;0.000897643;0.000899897;0.000902861;0.000893569;0.000899608;0.000903087;0.000893585;0.000899587;0.000901523;0.000902636;0.000893566;0.000899625;0.00090301;0.000901583;0.000901084;0.000900912;0.000894677;0.000893573;0.0008996;0.000903045;0.000900789;0.0009074;0.000923057;0.000893343;0.000872058;0.000900894;0.000900877;0.000901071;0.000906834;0.000900912;0.000893523;0.000894868;0.000920667;0.000905564;0.000897499;0.000904722;0.000900863;0.000908921;0.000917096;0.000900902;0.000900806;0.000895244;0.0125142;0.000897775;0.000901559;0.000900354;0.000894232;0.000900648;0.000917571;0.000907089;0.000917411;0.000901041;0.000900901;0.000891782;0.000901017;0.000900796;0.000856641;0.000890983;0.00089147;0.000922449;0.000900518;0.000907071;0.000900602;0.000900743;0.000899715;0.000902777;0.000909047;0.000904825;0.000893606;0.000900875;0.000900902;0.000900857;0.00090091;0.000905735;0.000917267;0.000909857;0.000900695;0.0455669;0.000896311;0.000167606;0.00185126;0.63423
1;700;5.30816e-06;3.2768e-09;0.000901568;0.000900755;0.000893384;0.000900979;0.00089997;0.00090607;0.000781496;0.000901111;0.000900922;0.020975;0.015396;0.000899954;0.000903397;0.00090095;0.000900879;0.000895057;0.000900859;0.000897218;0.000508514;0.000895795;0.000893039;0.176522;0.00139445;0.000893104;0.0009009;0.000900901;0.000906264;0.000918542;0.000900851;0.000897093;0.000899846;0.000902993;0.000893073;0.000899521;0.000903233;0.00089309;0.000899497;0.000901562;0.000902753;0.000893069;0.000899538;0.000903153;0.000901627;0.000901107;0.000900913;0.000894215;0.000893077;0.000899511;0.000903188;0.000900775;0.000907897;0.000924568;0.000892811;0.000875804;0.000900893;0.000900874;0.000901093;0.000907209;0.000900914;0.000893021;0.000894456;0.000922016;0.000905828;0.000897271;0.000904614;0.000900858;0.000909442;0.000918205;0.000900902;0.000900801;0.000894867;0.0125142;0.000897561;0.000901611;0.000900289;0.000893788;0.000900615;0.00091871;0.000907543;0.000918537;0.000901055;0.000900901;0.000891203;0.000901027;0.000900787;0.000853843;0.000890688;0.000890776;0.000923914;0.000900469;0.000907556;0.000900565;0.000900723;0.000899798;0.000902903;0.000909077;0.000905339;0.000893114;0.000900872;0.000900902;0.000900851;0.000900911;0.000906022;0.000918384;0.000910203;0.000900669;0.0455671;0.000896019;0.00013066;0.00189835;0.634216
1;800;5.8816e-06;6.5536e-09;0.000901393;0.000900738;0.000892792;0.000900992;0.000899851;0.000906471;0.000772497;0.000901128;0.000900925;0.020975;0.0153957;0.000899918;0.000903592;0.000900958;0.000900876;0.000894601;0.000900852;0.000896937;0.000480024;0.000895075;0.000892421;0.176522;0.00143032;0.000892502;0.0009009;0.000900901;0.000906636;0.000919921;0.000900843;0.000896046;0.000899802;0.000903155;0.000892466;0.000899413;0.000903411;0.000892485;0.000899388;0.000901609;0.000902897;0.000892462;0.000899432;0.000903327;0.00090168;0.000901138;0.000900915;0.000893637;0.000892471;0.000899403;0.000903363;0.000900756;0.000908515;0.000926417;0.000892155;0.000881001;0.000900893;0.00090087;0.000901122;0.000907661;0.000900915;0.000892406;0.000893951;0.000923665;0.000906139;0.000896994;0.000904058;0.000900851;0.000910045;0.000919564;0.000900903;0.000900795;0.000894409;0.0125142;0.0008973;0.00090167;0.000900201;0.000893245;0.000900574;0.000920103;0.00090811;0.000919916;0.000901071;0.000900901;0.000890504;0.000901041;0.000900774;0.000850632;0.000890784;0.000889907;0.000925706;0.000900404;0.000908168;0.000900515;0.000900697;0.000899919;0.000903058;0.000909079;0.000905985;0.000892514;0.000900868;0.000900902;0.000900844;0.000900913;0.000906364;0.00091975;0.000910323;0.000900634;0.0455673;0.000895685;0.000100448;0.00194166;0.634198
1;900;7.02848e-06;1.31072e-08;0.000901029;0.000900706;0.000891717;0.000901017;0.000899611;0.000907196;0.000756175;0.000901157;0.000900932;0.020975;0.0153952;0.000899905;0.000903944;0.000900974;0.000900869;0.000893775;0.000900839;0.000896431;0.000431102;0.000893459;0.000891299;0.176522;0.00149179;0.000891414;0.0009009;0.000900901;0.000907286;0.000922422;0.000900827;0.000893036;0.000899775;0.000903448;0.00089137;0.000899218;0.000903732;0.000891391;0.00089919;0.000901693;0.000903156;0.000891365;0.000899239;0.000903643;0.000901773;0.000901202;0.000900919;0.000892542;0.000891375;0.000899207;0.000903677;0.000900717;0.000909672;0.000929768;0.000890957;0.000891613;0.000900893;0.000900861;0.000901183;0.00090846;0.000900919;0.000891293;0.000893035;0.000926657;0.000906663;0.000896495;0.000901792;0.000900837;0.00091104;0.000922037;0.000900903;0.000900785;0.000893585;0.0125143;0.000896827;0.000901761;0.000900024;0.000892256;0.000900498;0.000922631;0.000909183;0.000922416;0.000901105;0.000900901;0.000889266;0.000901069;0.000900749;0.000845402;0.000892317;0.000888262;0.00092895;0.00090027;0.000909339;0.000900414;0.000900644;0.000900175;0.000903339;0.000909078;0.000907158;0.00089143;0.000900859;0.000900902;0.000900828;0.000900916;0.000906952;0.000922229;0.00090964;0.000900563;0.0455679;0.000895144;8.70353e-05;0.00198237;0.634164
