condition;iter;t;dt;5FTHFabc;ACt;ATPase;COAabc;DADNabc;DCYTabc;DGSNabc;FAt;FORt;GLCpts;GLYCt;H2Ot;Ht;LIPTA;L_LACt2r;NACabc;NH3t;O2t;PIabc;RIBFLVabc;THMDabc;URAt2;trdoxt;trdrdt;AAabc;5FTHFPGS;ACKr;ACPPAT;ACPS;ACP_transl;ADK1;ADPT;AGPAT;APG3PAT;BPNT;CLPNS;CTPS2;CTPSDUMP;CYTK1;CYTK2;DADK;DADNK;DAGGALT;DAGPST;DASYN;DCMPDA;DCYTK;DGK1;DGSNK;DNAP;DRPA;ENO;FAKr;FBA;FMETTRS;FTHFCL;GALU;GAPD;GHMT;GK1;GLYK;GUAPRT;LDH_L;MTHFC;MTHFD;NADHK;NADS;NCTPPRT;NNATr;NOX;PAPA;PDH_E3;PDH_acald;PFK;PGI;PGK;PGK3;PGK4;PGM;PGMT;PGPP;PGSA;PPA;PPM2;PRPPS;PSSYN;PTAr;PUNP2;PUNP4;PYK2;PYK4;PYK5;PYK6;PYK7;PYK8;PdhC_transl;RBFK;RNAP;RPE;RPI;TALA;TKT1;TKT2;TMDK1;TMPK;TPI;TRDR;UDPG4E;UDPGALM;UMPK;UPPRT;dUTPase_transl;tRNAP;AATRS;Ribosome
67;0;0;0.01;0.395221;1.60653;29.216;0.235647;18.7268;1.1217;19.2481;0.315012;4.21785e-09;239.389;0.1182;4.21785e-09;4.21785e-09;0.0754895;115.605;0.442211;4.94538;0.497292;64.7236;0.162751;2.52387;4.65959;9.01668;8.9436;42.1194;0.457939;15.3954;4.47158;0.942891;1551.57;142.358;10.754;4.5698;0.261923;4.21785e-09;0.0854746;21.0922;242.132;0.0768932;0.874728;2.52365;2.3728;0.0571635;0.038336;0.285462;94.6284;0.97472;0.904823;0.904969;9.01936;9.26821;235.1;0.798543;213.463;21.0365;0.255302;0.512046;1190.49;0.570246;19.6634;0.556754;12.2526;964.766;0.644111;1.05864;0.117545;0.252328;0.193982;0.22585;19.5617;0.0791484;1683.14;1687.14;483.603;178.761;1237.82;15.9146;371.712;235.137;0.216118;0.138568;0.240431;45.6632;9.30553;62.0633;0.251049;24.9315;7.27459;8.39025;23.339;4.21785e-09;1.68844;320.296;0.541914;1.66276;21.1758;0.0722579;15.1759;12.9676;12.9303;12.9915;12.9324;12.2167;2.34945;2.49921;106.694;9.55805;0.353537;0.316211;33.6331;20.316;7.07486;42.2137;1557.25;20.0642
67;100;6.016e-05;6.4e-07;0.717344;3.25222;59.1914;0.479224;37.9414;2.2707;38.9977;0.641131;8.54598e-09;485.038;0.242329;0.0231858;0.00337213;0.163941;234.23;0.893148;10.0172;1.01043;131.139;0.328516;5.11179;9.44385;18.272;18.1182;85.3382;0.925816;31.1989;9.06047;1.91022;3143.68;288.458;21.7893;9.25882;0.533322;0.00223704;0.173183;42.7331;490.592;0.152005;1.76838;5.10954;4.8035;0.116044;0.0776913;0.578369;191.732;1.97074;1.83172;1.82954;18.2721;18.7852;476.35;1.6139;432.514;42.6704;0.515816;1.03662;2412.09;1.1559;39.8374;1.12282;24.8255;1954.77;1.30456;2.14496;0.235098;0.498087;0.392981;0.43027;39.6456;0.161742;3410.28;3418.39;979.845;362.205;2508;32.2452;753.145;476.423;0.43695;0.281893;0.487148;92.5321;18.8539;125.716;0.509117;50.5159;14.7359;16.9965;47.2881;8.54598e-09;3.42012;648.964;1.09705;3.36806;42.8872;0.142851;30.739;26.2743;26.2047;26.32;26.2029;24.7435;4.75613;5.05998;216.179;19.366;0.716324;0.64068;68.1421;41.1633;14.3165;85.5849;3155.24;40.505
67;200;0.00018432;1.28e-06;0.792366;3.81352;69.3946;0.566718;44.4826;2.66213;45.721;0.751144;0.000633437;568.66;0.283475;0.0573164;0.00529937;0.221626;274.613;1.04718;11.7449;1.18404;153.752;0.384961;5.99303;11.0714;21.4216;21.2425;100.052;1.08598;36.5814;10.6238;2.23893;3685.67;338.226;25.5465;10.8541;0.630751;0.00881402;0.203037;50.0979;575.17;0.175724;2.07038;5.98802;5.62893;0.136883;0.0911488;0.677999;224.795;2.30809;2.1515;2.1423;21.4224;22.0385;558.48;1.88945;507.094;50.0822;0.605291;1.21171;2827.93;1.35591;46.7032;1.31296;29.1051;2291.79;1.52872;2.51476;0.268468;0.566982;0.460262;0.461423;46.4949;0.192718;3998.23;4007.74;1148.77;424.669;2940.4;37.8045;882.999;558.563;0.507332;0.333056;0.571133;108.51;22.1025;147.338;0.598589;59.2294;17.2698;19.9205;55.4413;1.00194e-08;4.00711;760.838;1.28345;3.94606;50.2779;0.165148;36.025;30.804;30.7366;30.8522;30.72;28.9885;5.57337;5.92988;253.445;22.7047;0.839842;0.751099;79.8886;48.2599;16.7812;100.412;3699.23;47.3117
67;300;0.00043264;2.56e-06;0.868319;4.17942;75.9676;0.627787;48.6977;2.91328;50.0535;0.818142;0.00520726;622.564;0.305831;0.101118;0.00667723;0.294044;300.648;1.14578;12.8626;1.29187;168.332;0.419578;6.55986;12.1164;23.4478;23.2606;109.538;1.18809;40.0541;11.6337;2.44995;4035.02;370.326;27.9835;11.8804;0.698588;0.0434028;0.222271;54.8396;629.682;0.188771;2.26167;6.55213;6.15853;0.152108;0.0999592;0.74201;246.116;2.52423;2.36446;2.34149;23.453;24.1532;611.421;2.06458;555.166;54.8937;0.663421;1.31679;3095.97;1.48542;51.1265;1.43244;31.8572;2509.02;1.67257;2.75314;0.267201;0.612426;0.496624;0.444894;50.9069;0.215379;4377.2;4387.64;1257.66;464.941;3219.12;41.3894;966.706;611.512;0.538506;0.368327;0.625262;118.831;24.192;161.247;0.659921;64.8534;18.8994;21.8017;60.6997;1.09691e-08;4.38175;832.938;1.39977;4.31486;55.04;0.177419;39.4197;33.7236;33.6732;33.7694;33.6298;31.7017;6.09768;6.48839;277.452;24.8567;0.919503;0.822189;87.46;52.8279;18.3681;110.017;4049.87;51.5837
67;400;0.00076032;1.024e-06;0.906078;4.36433;79.2377;0.663925;50.7974;3.03773;52.2116;0.849229;0.0101527;649.429;0.314306;0.141388;0.0102293;0.306746;313.624;1.19453;13.4222;1.34308;175.6;0.435655;6.84161;12.6345;24.4551;24.2688;114.266;1.23841;41.7872;12.1394;2.55423;4209.1;386.34;29.2065;12.3896;0.736483;0.0880239;0.231844;57.1966;656.843;0.19352;2.35281;6.8316;6.42051;0.162028;0.104527;0.775524;256.749;2.63266;2.47773;2.43886;24.4668;25.2178;637.801;2.14988;579.116;57.3162;0.692782;1.36404;3229.54;1.5504;53.329;1.48958;33.2174;2617.28;1.74373;2.87196;0.24487;0.617462;0.502718;0.442787;53.11;0.228712;4566.05;4576.94;1311.92;485.017;3358.01;43.1788;1008.42;637.899;0.539299;0.387723;0.652226;123.977;25.2343;168.16;0.695246;67.6639;19.7105;22.7381;63.3233;1.14423e-08;4.56447;868.862;1.45369;4.49467;57.4119;0.181892;41.1031;35.1779;35.1498;35.2208;35.0764;33.0328;6.35703;6.765;289.404;25.9287;0.959251;0.857501;91.2338;55.0931;19.1571;114.841;4224.6;53.6287
67;500;0.00090368;2.048e-06;0.916203;4.41401;80.1052;0.674856;51.3553;3.07063;52.785;0.85704;0.0120337;656.569;0.315992;0.155623;0.0121061;0.310112;317.073;1.20738;13.5715;1.35617;177.532;0.439648;6.91632;12.7717;24.7223;24.5374;115.523;1.25163;42.2486;12.2744;2.58174;4255.37;390.601;29.533;12.5243;0.747641;0.104638;0.234385;57.8218;664.062;0.194243;2.37547;6.90536;6.48955;0.165306;0.105789;0.785435;259.576;2.66199;2.50965;2.46416;24.7375;25.4995;644.812;2.17194;585.48;57.9647;0.700652;1.37668;3265.03;1.56775;53.9139;1.50403;33.5772;2646.05;1.76254;2.90356;0.233078;0.617406;0.502426;0.443015;53.697;0.232831;4616.24;4627.26;1326.35;490.354;3394.93;43.6552;1019.5;644.912;0.536503;0.393409;0.659389;125.34;25.5151;169.994;0.705945;68.4126;19.9263;22.9872;64.0215;1.15681e-08;4.61203;878.41;1.46699;4.54144;58.0418;0.182574;41.55;35.5643;35.5445;35.6065;35.4598;33.3821;6.42537;6.83799;292.579;26.2136;0.969829;0.866853;92.2369;55.6937;19.3663;116.132;4271.04;54.1571
67;600;0.0011904;4.096e-06;0.931172;4.48338;81.2989;0.691941;52.1244;3.11616;53.5754;0.867078;0.0155424;666.411;0.3174;0.179912;0.0159895;0.31374;321.828;1.22544;13.7781;1.37337;180.198;0.445081;7.01946;12.9599;25.0899;24.9085;117.257;1.27016;42.8853;12.4615;2.62116;4319.14;396.475;29.997;12.7093;0.764826;0.107837;0.237882;58.6835;674.012;0.194699;2.40436;7.00654;6.58411;0.170791;0.107603;0.798254;263.472;2.70382;2.55687;2.49845;25.1118;25.8883;654.475;2.20174;594.253;58.8651;0.711867;1.39236;3313.96;1.59177;54.7195;1.52321;34.069;2685.71;1.78834;2.94721;0.208826;0.618498;0.497592;0.443833;54.5078;0.239495;4685.42;4696.61;1346.23;497.712;3445.81;44.313;1034.78;654.578;0.528576;0.402185;0.669258;127.22;25.9039;172.523;0.72267;69.4467;20.2246;23.3314;64.9851;0.00128469;4.67603;891.572;1.48374;4.60436;58.9099;0.183009;42.163;36.0979;36.0879;36.1379;35.9881;33.859;6.51897;6.93808;296.952;26.6061;0.98443;0.879691;93.6198;56.5178;19.6542;117.92;4335.05;54.8645
67;700;0.00150006;1.6384e-06;0.942326;4.53616;82.1927;0.706556;52.7018;3.15045;54.1689;0.874079;0.0189292;673.799;0.317705;0.202043;0.0203271;0.318225;325.399;1.23924;13.9339;1.38562;182.201;0.449051;7.09699;13.1004;25.3653;25.1878;118.559;1.28429;43.3643;12.6027;2.65128;4367.02;400.887;30.3547;12.8473;0.779528;0.108917;0.240501;59.3315;681.481;0.194345;2.42331;7.08185;6.65434;0.175888;0.109039;0.80592;266.398;2.73669;2.59548;2.52344;25.3941;26.181;661.728;2.22334;600.84;59.546;0.720571;1.4027;3350.69;1.60987;55.3235;1.53666;34.4346;2715.48;1.80759;2.98047;0.183773;0.618193;0.489906;0.443964;55.1184;0.245495;4737.36;4748.67;1361.16;503.239;3484.01;44.8077;1046.24;661.835;0.518979;0.409761;0.676661;128.631;26.1966;174.421;0.737228;70.2247;20.4503;23.5914;65.7097;0.00707482;4.72247;901.452;1.49467;4.64998;59.5613;0.18268;42.6199;36.4964;36.4883;36.5366;36.3894;34.2187;6.58847;7.01254;300.235;26.9004;0.99541;0.889273;94.6579;57.1335;19.87;119.271;4383.1;55.3794
67;800;0.0017278;3.2768e-06;0.948421;4.56606;82.6914;0.715607;53.025;3.16962;54.501;0.877754;0.0212;677.934;0.3175;0.216407;0.0235333;0.319838;327.397;1.24699;14.0215;1.39215;183.323;0.451145;7.14036;13.1788;25.5193;25.3445;119.289;1.2922;43.6331;12.6822;2.66831;4393.81;403.358;30.5583;12.9242;0.788753;0.109602;0.241964;59.6945;685.661;0.193646;2.43231;7.12353;6.69309;0.179276;0.109884;0.809577;268.035;2.75574;2.61872;2.53689;25.5528;26.3453;665.788;2.23489;604.526;59.9296;0.725537;1.40794;3371.24;1.62003;55.661;1.54351;34.6375;2732.14;1.81831;3.00247;0.169698;0.617193;0.483614;0.443465;55.4607;0.249435;4766.43;4777.8;1369.52;506.334;3505.39;45.085;1052.66;665.897;0.511689;0.414573;0.680799;129.421;26.3609;175.481;0.746473;70.6607;20.5777;23.738;66.1158;0.0123922;4.74754;906.983;1.49984;4.67458;59.9258;0.182026;42.874;36.7178;36.7098;36.7596;36.6161;34.4207;6.62682;7.05372;302.073;27.0645;1.00156;0.894605;95.2387;57.477;19.9906;120.03;4410;55.6597
67;900;0.00198797;1.31072e-06;0.954183;4.59421;83.1545;0.724704;53.3259;3.18738;54.8103;0.880992;0.0236206;681.786;0.317004;0.231316;0.0271574;0.321984;329.259;1.25415;14.1033;1.39799;184.368;0.452926;7.18067;13.2514;25.6628;25.4908;119.968;1.29948;43.8843;12.7567;2.68432;4418.77;405.663;30.7507;12.9955;0.798206;0.110244;0.243323;60.0324;689.556;0.192468;2.43925;7.16184;6.7286;0.182885;0.110705;0.812784;269.561;2.7739;2.64164;2.54885;25.7012;26.4988;669.57;2.24509;607.961;60.2889;0.730193;1.41235;3390.39;1.62953;55.9749;1.54916;34.825;2747.66;1.82825;3.03041;0.161135;0.615927;0.476071;0.442753;55.779;0.253636;4793.51;4804.95;1377.31;509.218;3525.3;45.3437;1058.64;669.68;0.503468;0.419573;0.68465;130.157;26.5145;176.466;0.756012;71.0674;20.6973;23.8754;66.4946;0.0184773;4.77013;912.134;1.50387;4.69675;60.2652;0.18092;43.1095;36.9237;36.9155;36.9671;36.8277;34.6084;6.66197;7.09156;303.784;27.2162;1.0073;0.899545;95.7793;57.7961;20.1027;120.741;4435.05;55.915
